source,target,relation,status
Capability,Principle,Realization,allow
Capability,Principle,Serving,deny
Capability,Principle,Access,deny
Capability,Principle,Influence,allow
Capability,Principle,Triggering,deny
Capability,Principle,Flow,deny
Capability,Principle,Specialization,deny
Capability,Principle,Association,allow
Capability,Requirement,Composition,deny
Capability,Requirement,Aggregation,deny
Capability,Requirement,Assignment,deny
Capability,Requirement,Realization,allow
Capability,Requirement,Serving,deny
Capability,Requirement,Access,deny
Capability,Requirement,Influence,allow
Capability,Requirement,Triggering,deny
Capability,Requirement,Flow,deny
Capability,Requirement,Specialization,deny
Capability,Requirement,Association,allow
Capability,Constraint,Composition,deny
Capability,Constraint,Aggregation,deny
Capability,Constraint,Assignment,deny
Capability,Constraint,Realization,allow
Capability,Constraint,Serving,deny
Capability,Constraint,Access,deny
Capability,Constraint,Influence,allow
Capability,Constraint,Triggering,deny
Capability,Constraint,Flow,deny
Capability,Constraint,Specialization,deny
Capability,Constraint,Association,allow
Capability,Meaning,Composition,deny
Capability,Meaning,Aggregation,deny
Capability,Meaning,Assignment,deny
Capability,Meaning,Realization,deny
Capability,Meaning,Serving,deny
Capability,Meaning,Access,deny
Capability,Meaning,Influence,allow
Capability,Meaning,Triggering,deny
Capability,Meaning,Flow,deny
Capability,Meaning,Specialization,deny
Capability,Meaning,Association,allow
Capability,Value,Composition,deny
Capability,Value,Aggregation,deny
Capability,Value,Assignment,deny
Capability,Value,Realization,allow
Capability,Value,Serving,deny
Capability,Value,Access,deny
Capability,Value,Influence,allow
Capability,Value,Triggering,deny
Capability,Value,Flow,deny
Capability,Value,Specialization,deny
Capability,Value,Association,allow
Capability,Resource,Composition,warn
Capability,Resource,Aggregation,warn
Capability,Resource,Assignment,deny
Capability,Resource,Realization,allow
Capability,Resource,Serving,warn
Capability,Resource,Access,deny
Capability,Resource,Influence,deny
Capability,Resource,Triggering,warn
Capability,Resource,Flow,warn
Capability,Resource,Specialization,deny
Capability,Resource,Association,allow
Capability,Capability,Composition,allow
Capability,Capability,Aggregation,allow
Capability,Capability,Assignment,deny
Capability,Capability,Realization,allow
Capability,Capability,Serving,warn
Capability,Capability,Access,deny
Capability,Capability,Influence,deny
Capability,Capability,Triggering,warn
Capability,Capability,Flow,warn
Capability,Capability,Specialization,allow
Capability,Capability,Association,allow
Capability,CourseOfAction,Composition,warn
Capability,CourseOfAction,Aggregation,warn
Capability,CourseOfAction,Assignment,deny
Capability,CourseOfAction,Realization,allow
Capability,CourseOfAction,Serving,warn
Capability,CourseOfAction,Access,deny
Capability,CourseOfAction,Influence,deny
Capability,CourseOfAction,Triggering,warn
Capability,CourseOfAction,Flow,warn
Capability,CourseOfAction,Specialization,deny
Capability,CourseOfAction,Association,allow
Capability,ValueStream,Composition,warn
Capability,ValueStream,Aggregation,warn
Capability,ValueStream,Assignment,deny
Capability,ValueStream,Realization,allow
Capability,ValueStream,Serving,warn
Capability,ValueStream,Access,deny
Capability,ValueStream,Influence,deny
Capability,ValueStream,Triggering,warn
Capability,ValueStream,Flow,warn
Capability,ValueStream,Specialization,deny
Capability,ValueStream,Association,allow
Capability,BusinessActor,Composition,warn
Capability,BusinessActor,Aggregation,warn
Capability,BusinessActor,Assignment,deny
Capability,BusinessActor,Realization,allow
Capability,BusinessActor,Serving,warn
Capability,BusinessActor,Access,deny
Capability,BusinessActor,Influence,deny
Capability,BusinessActor,Triggering,warn
Capability,BusinessActor,Flow,warn
Capability,BusinessActor,Specialization,deny
Capability,BusinessActor,Association,allow
Capability,BusinessRole,Composition,warn
Capability,BusinessRole,Aggregation,warn
Capability,BusinessRole,Assignment,deny
Capability,BusinessRole,Realization,allow
Capability,BusinessRole,Serving,warn
Capability,BusinessRole,Access,deny
Capability,BusinessRole,Influence,deny
Capability,BusinessRole,Triggering,warn
Capability,BusinessRole,Flow,warn
Capability,BusinessRole,Specialization,deny
Capability,BusinessRole,Association,allow
Capability,BusinessCollaboration,Composition,warn
Capability,BusinessCollaboration,Aggregation,warn
Capability,BusinessCollaboration,Assignment,deny
Capability,BusinessCollaboration,Realization,allow
Capability,BusinessCollaboration,Serving,warn
Capability,BusinessCollaboration,Access,deny
Capability,BusinessCollaboration,Influence,deny
Capability,BusinessCollaboration,Triggering,warn
Capability,BusinessCollaboration,Flow,warn
Capability,BusinessCollaboration,Specialization,deny
Capability,BusinessCollaboration,Association,allow
Capability,BusinessInterface,Composition,warn
Capability,BusinessInterface,Aggregation,warn
Capability,BusinessInterface,Assignment,deny
Capability,BusinessInterface,Realization,allow
Capability,BusinessInterface,Serving,warn
Capability,BusinessInterface,Access,deny
Capability,BusinessInterface,Influence,deny
Capability,BusinessInterface,Triggering,warn
Capability,BusinessInterface,Flow,warn
Capability,BusinessInterface,Specialization,deny
Capability,BusinessInterface,Association,allow
Capability,BusinessProcess,Composition,warn
Capability,BusinessProcess,Aggregation,warn
Capability,BusinessProcess,Assignment,deny
Capability,BusinessProcess,Realization,allow
Capability,BusinessProcess,Serving,warn
Capability,BusinessProcess,Access,deny
Capability,BusinessProcess,Influence,deny
Capability,BusinessProcess,Triggering,warn
Capability,BusinessProcess,Flow,warn
Capability,BusinessProcess,Specialization,deny
Capability,BusinessProcess,Association,allow
Capability,BusinessFunction,Composition,warn
Capability,BusinessFunction,Aggregation,warn
Capability,BusinessFunction,Assignment,deny
Capability,BusinessFunction,Realization,allow
Capability,BusinessFunction,Serving,warn
Capability,BusinessFunction,Access,deny
Capability,BusinessFunction,Influence,deny
Capability,BusinessFunction,Triggering,warn
Capability,BusinessFunction,Flow,warn
Capability,BusinessFunction,Specialization,deny
Capability,BusinessFunction,Association,allow
Capability,BusinessInteraction,Composition,warn
Capability,BusinessInteraction,Aggregation,warn
Capability,BusinessInteraction,Assignment,deny
Capability,BusinessInteraction,Realization,allow
Capability,BusinessInteraction,Serving,warn
Capability,BusinessInteraction,Access,deny
Capability,BusinessInteraction,Influence,deny
Capability,BusinessInteraction,Triggering,warn
Capability,BusinessInteraction,Flow,warn
Capability,BusinessInteraction,Specialization,deny
Capability,BusinessInteraction,Association,allow
Capability,BusinessEvent,Composition,warn
Capability,BusinessEvent,Aggregation,warn
Capability,BusinessEvent,Assignment,deny
Capability,BusinessEvent,Realization,deny
Capability,BusinessEvent,Serving,warn
Capability,BusinessEvent,Access,deny
Capability,BusinessEvent,Influence,deny
Capability,BusinessEvent,Triggering,warn
Capability,BusinessEvent,Flow,warn
Capability,BusinessEvent,Specialization,deny
Capability,BusinessEvent,Association,allow
Capability,BusinessService,Composition,warn
Capability,BusinessService,Aggregation,warn
Capability,BusinessService,Assignment,deny
Capability,BusinessService,Realization,allow
Capability,BusinessService,Serving,warn
Capability,BusinessService,Access,deny
Capability,BusinessService,Influence,deny
Capability,BusinessService,Triggering,warn
Capability,BusinessService,Flow,warn
Capability,BusinessService,Specialization,deny
Capability,BusinessService,Association,allow
Capability,BusinessObject,Composition,warn
Capability,BusinessObject,Aggregation,warn
Capability,BusinessObject,Assignment,deny
Capability,BusinessObject,Realization,deny
Capability,BusinessObject,Serving,deny
Capability,BusinessObject,Access,deny
Capability,BusinessObject,Influence,deny
Capability,BusinessObject,Triggering,deny
Capability,BusinessObject,Flow,deny
Capability,BusinessObject,Specialization,deny
Capability,BusinessObject,Association,allow
Capability,Contract,Composition,warn
Capability,Contract,Aggregation,warn
Capability,Contract,Assignment,deny
Capability,Contract,Realization,deny
Capability,Contract,Serving,deny
Capability,Contract,Access,deny
Capability,Contract,Influence,deny
Capability,Contract,Triggering,deny
Capability,Contract,Flow,deny
Capability,Contract,Specialization,deny
Capability,Contract,Association,allow
Capability,Representation,Composition,warn
Capability,Representation,Aggregation,warn
Capability,Representation,Assignment,deny
Capability,Representation,Realization,deny
Capability,Representation,Serving,deny
Capability,Representation,Access,deny
Capability,Representation,Influence,deny
Capability,Representation,Triggering,deny
Capability,Representation,Flow,deny
Capability,Representation,Specialization,deny
Capability,Representation,Association,allow
Capability,Product,Composition,warn
Capability,Product,Aggregation,warn
Capability,Product,Assignment,deny
Capability,Product,Realization,deny
Capability,Product,Serving,deny
Capability,Product,Access,deny
Capability,Product,Influence,deny
Capability,Product,Triggering,deny
Capability,Product,Flow,deny
Capability,Product,Specialization,deny
Capability,Product,Association,allow
Capability,ApplicationComponent,Composition,warn
Capability,ApplicationComponent,Aggregation,warn
Capability,ApplicationComponent,Assignment,deny
Capability,ApplicationComponent,Realization,allow
Capability,ApplicationComponent,Serving,warn
Capability,ApplicationComponent,Access,deny
Capability,ApplicationComponent,Influence,deny
Capability,ApplicationComponent,Triggering,warn
Capability,ApplicationComponent,Flow,warn
Capability,ApplicationComponent,Specialization,deny
Capability,ApplicationComponent,Association,allow
Capability,ApplicationCollaboration,Composition,warn
Capability,ApplicationCollaboration,Aggregation,warn
Capability,ApplicationCollaboration,Assignment,deny
Capability,ApplicationCollaboration,Realization,allow
Capability,ApplicationCollaboration,Serving,warn
Capability,ApplicationCollaboration,Access,deny
Capability,ApplicationCollaboration,Influence,deny
Capability,ApplicationCollaboration,Triggering,warn
Capability,ApplicationCollaboration,Flow,warn
Capability,ApplicationCollaboration,Specialization,deny
Capability,ApplicationCollaboration,Association,allow
Capability,ApplicationInterface,Composition,warn
Capability,ApplicationInterface,Aggregation,warn
Capability,ApplicationInterface,Assignment,deny
Capability,ApplicationInterface,Realization,allow
Capability,ApplicationInterface,Serving,warn
Capability,ApplicationInterface,Access,deny
Capability,ApplicationInterface,Influence,deny
Capability,ApplicationInterface,Triggering,warn
Capability,ApplicationInterface,Flow,warn
Capability,ApplicationInterface,Specialization,deny
Capability,ApplicationInterface,Association,allow
Capability,ApplicationFunction,Composition,warn
Capability,ApplicationFunction,Aggregation,warn
Capability,ApplicationFunction,Assignment,deny
Capability,ApplicationFunction,Realization,allow
Capability,ApplicationFunction,Serving,warn
Capability,ApplicationFunction,Access,deny
Capability,ApplicationFunction,Influence,deny
Capability,ApplicationFunction,Triggering,warn
Capability,ApplicationFunction,Flow,warn
Capability,ApplicationFunction,Specialization,deny
Capability,ApplicationFunction,Association,allow
Capability,ApplicationInteraction,Composition,warn
Capability,ApplicationInteraction,Aggregation,warn
Capability,ApplicationInteraction,Assignment,deny
Capability,ApplicationInteraction,Realization,allow
Capability,ApplicationInteraction,Serving,warn
Capability,ApplicationInteraction,Access,deny
Capability,ApplicationInteraction,Influence,deny
Capability,ApplicationInteraction,Triggering,warn
Capability,ApplicationInteraction,Flow,warn
Capability,ApplicationInteraction,Specialization,deny
Capability,ApplicationInteraction,Association,allow
Capability,ApplicationProcess,Composition,warn
Capability,ApplicationProcess,Aggregation,warn
Capability,ApplicationProcess,Assignment,deny
Capability,ApplicationProcess,Realization,allow
Capability,ApplicationProcess,Serving,warn
Capability,ApplicationProcess,Access,deny
Capability,ApplicationProcess,Influence,deny
Capability,ApplicationProcess,Triggering,warn
Capability,ApplicationProcess,Flow,warn
Capability,ApplicationProcess,Specialization,deny
Capability,ApplicationProcess,Association,allow
Capability,ApplicationEvent,Composition,warn
Capability,ApplicationEvent,Aggregation,warn
Capability,ApplicationEvent,Assignment,deny
Capability,ApplicationEvent,Realization,deny
Capability,ApplicationEvent,Serving,warn
Capability,ApplicationEvent,Access,deny
Capability,ApplicationEvent,Influence,deny
Capability,ApplicationEvent,Triggering,warn
Capability,ApplicationEvent,Flow,warn
Capability,ApplicationEvent,Specialization,deny
Capability,ApplicationEvent,Association,allow
Capability,ApplicationService,Composition,warn
Capability,ApplicationService,Aggregation,warn
Capability,ApplicationService,Assignment,deny
Capability,ApplicationService,Realization,allow
Capability,ApplicationService,Serving,warn
Capability,ApplicationService,Access,deny
Capability,ApplicationService,Influence,deny
Capability,ApplicationService,Triggering,warn
Capability,ApplicationService,Flow,warn
Capability,ApplicationService,Specialization,deny
Capability,ApplicationService,Association,allow
Capability,DataObject,Composition,warn
Capability,DataObject,Aggregation,warn
Capability,DataObject,Assignment,deny
Capability,DataObject,Realization,deny
Capability,DataObject,Serving,deny
Capability,DataObject,Access,deny
Capability,DataObject,Influence,deny
Capability,DataObject,Triggering,deny
Capability,DataObject,Flow,deny
Capability,DataObject,Specialization,deny
Capability,DataObject,Association,allow
Capability,Node,Composition,warn
Capability,Node,Aggregation,warn
Capability,Node,Assignment,deny
Capability,Node,Realization,allow
Capability,Node,Serving,warn
Capability,Node,Access,deny
Capability,Node,Influence,deny
Capability,Node,Triggering,warn
Capability,Node,Flow,warn
Capability,Node,Specialization,deny
Capability,Node,Association,allow
Capability,Device,Composition,warn
Capability,Device,Aggregation,warn
Capability,Device,Assignment,deny
Capability,Device,Realization,allow
Capability,Device,Serving,warn
Capability,Device,Access,deny
Capability,Device,Influence,deny
Capability,Device,Triggering,warn
Capability,Device,Flow,warn
Capability,Device,Specialization,deny
Capability,Device,Association,allow
Capability,SystemSoftware,Composition,warn
Capability,SystemSoftware,Aggregation,warn
Capability,SystemSoftware,Assignment,deny
Capability,SystemSoftware,Realization,allow
Capability,SystemSoftware,Serving,warn
Capability,SystemSoftware,Access,deny
Capability,SystemSoftware,Influence,deny
Capability,SystemSoftware,Triggering,warn
Capability,SystemSoftware,Flow,warn
Capability,SystemSoftware,Specialization,deny
Capability,SystemSoftware,Association,allow
Capability,TechnologyCollaboration,Composition,warn
Capability,TechnologyCollaboration,Aggregation,warn
Capability,TechnologyCollaboration,Assignment,deny
Capability,TechnologyCollaboration,Realization,allow
Capability,TechnologyCollaboration,Serving,warn
Capability,TechnologyCollaboration,Access,deny
Capability,TechnologyCollaboration,Influence,deny
Capability,TechnologyCollaboration,Triggering,warn
Capability,TechnologyCollaboration,Flow,warn
Capability,TechnologyCollaboration,Specialization,deny
Capability,TechnologyCollaboration,Association,allow
Capability,TechnologyInterface,Composition,warn
Capability,TechnologyInterface,Aggregation,warn
Capability,TechnologyInterface,Assignment,deny
Capability,TechnologyInterface,Realization,allow
Capability,TechnologyInterface,Serving,warn
Capability,TechnologyInterface,Access,deny
Capability,TechnologyInterface,Influence,deny
Capability,TechnologyInterface,Triggering,warn
Capability,TechnologyInterface,Flow,warn
Capability,TechnologyInterface,Specialization,deny
Capability,TechnologyInterface,Association,allow
Capability,Path,Composition,warn
Capability,Path,Aggregation,warn
Capability,Path,Assignment,deny
Capability,Path,Realization,allow
Capability,Path,Serving,warn
Capability,Path,Access,deny
Capability,Path,Influence,deny
Capability,Path,Triggering,warn
Capability,Path,Flow,warn
Capability,Path,Specialization,deny
Capability,Path,Association,allow
Capability,CommunicationNetwork,Composition,warn
Capability,CommunicationNetwork,Aggregation,warn
Capability,CommunicationNetwork,Assignment,deny
Capability,CommunicationNetwork,Realization,allow
Capability,CommunicationNetwork,Serving,warn
Capability,CommunicationNetwork,Access,deny
Capability,CommunicationNetwork,Influence,deny
Capability,CommunicationNetwork,Triggering,warn
Capability,CommunicationNetwork,Flow,warn
Capability,CommunicationNetwork,Specialization,deny
Capability,CommunicationNetwork,Association,allow
Capability,TechnologyFunction,Composition,warn
Capability,TechnologyFunction,Aggregation,warn
Capability,TechnologyFunction,Assignment,deny
Capability,TechnologyFunction,Realization,allow
Capability,TechnologyFunction,Serving,warn
Capability,TechnologyFunction,Access,deny
Capability,TechnologyFunction,Influence,deny
Capability,TechnologyFunction,Triggering,warn
Capability,TechnologyFunction,Flow,warn
Capability,TechnologyFunction,Specialization,deny
Capability,TechnologyFunction,Association,allow
Capability,TechnologyProcess,Composition,warn
Capability,TechnologyProcess,Aggregation,warn
Capability,TechnologyProcess,Assignment,deny
Capability,TechnologyProcess,Realization,allow
Capability,TechnologyProcess,Serving,warn
Capability,TechnologyProcess,Access,deny
Capability,TechnologyProcess,Influence,deny
Capability,TechnologyProcess,Triggering,warn
Capability,TechnologyProcess,Flow,warn
Capability,TechnologyProcess,Specialization,deny
Capability,TechnologyProcess,Association,allow
Capability,TechnologyInteraction,Composition,warn
Capability,TechnologyInteraction,Aggregation,warn
Capability,TechnologyInteraction,Assignment,deny
Capability,TechnologyInteraction,Realization,allow
Capability,TechnologyInteraction,Serving,warn
Capability,TechnologyInteraction,Access,deny
Capability,TechnologyInteraction,Influence,deny
Capability,TechnologyInteraction,Triggering,warn
Capability,TechnologyInteraction,Flow,warn
Capability,TechnologyInteraction,Specialization,deny
Capability,TechnologyInteraction,Association,allow
Capability,TechnologyEvent,Composition,warn
Capability,TechnologyEvent,Aggregation,warn
Capability,TechnologyEvent,Assignment,deny
Capability,TechnologyEvent,Realization,deny
Capability,TechnologyEvent,Serving,warn
Capability,TechnologyEvent,Access,deny
Capability,TechnologyEvent,Influence,deny
Capability,TechnologyEvent,Triggering,warn
Capability,TechnologyEvent,Flow,warn
Capability,TechnologyEvent,Specialization,deny
Capability,TechnologyEvent,Association,allow
Capability,TechnologyService,Composition,warn
Capability,TechnologyService,Aggregation,warn
Capability,TechnologyService,Assignment,deny
Capability,TechnologyService,Realization,allow
Capability,TechnologyService,Serving,warn
Capability,TechnologyService,Access,deny
Capability,TechnologyService,Influence,deny
Capability,TechnologyService,Triggering,warn
Capability,TechnologyService,Flow,warn
Capability,TechnologyService,Specialization,deny
Capability,TechnologyService,Association,allow
Capability,Artifact,Composition,warn
Capability,Artifact,Aggregation,warn
Capability,Artifact,Assignment,deny
Capability,Artifact,Realization,deny
Capability,Artifact,Serving,deny
Capability,Artifact,Access,deny
Capability,Artifact,Influence,deny
Capability,Artifact,Triggering,deny
Capability,Artifact,Flow,deny
Capability,Artifact,Specialization,deny
Capability,Artifact,Association,allow
Capability,Equipment,Composition,warn
Capability,Equipment,Aggregation,warn
Capability,Equipment,Assignment,deny
Capability,Equipment,Realization,allow
Capability,Equipment,Serving,warn
Capability,Equipment,Access,deny
Capability,Equipment,Influence,deny
Capability,Equipment,Triggering,warn
Capability,Equipment,Flow,warn
Capability,Equipment,Specialization,deny
Capability,Equipment,Association,allow
Capability,Facility,Composition,warn
Capability,Facility,Aggregation,warn
Capability,Facility,Assignment,deny
Capability,Facility,Realization,allow
Capability,Facility,Serving,warn
Capability,Facility,Access,deny
Capability,Facility,Influence,deny
Capability,Facility,Triggering,warn
Capability,Facility,Flow,warn
Capability,Facility,Specialization,deny
Capability,Facility,Association,allow
Capability,DistributionNetwork,Composition,warn
Capability,DistributionNetwork,Aggregation,warn
Capability,DistributionNetwork,Assignment,deny
Capability,DistributionNetwork,Realization,allow
Capability,DistributionNetwork,Serving,warn
Capability,DistributionNetwork,Access,deny
Capability,DistributionNetwork,Influence,deny
Capability,DistributionNetwork,Triggering,warn
Capability,DistributionNetwork,Flow,warn
Capability,DistributionNetwork,Specialization,deny
Capability,DistributionNetwork,Association,allow
Capability,Material,Composition,warn
Capability,Material,Aggregation,warn
Capability,Material,Assignment,deny
Capability,Material,Realization,deny
Capability,Material,Serving,deny
Capability,Material,Access,deny
Capability,Material,Influence,deny
Capability,Material,Triggering,deny
Capability,Material,Flow,deny
Capability,Material,Specialization,deny
Capability,Material,Association,allow
Capability,WorkPackage,Composition,warn
Capability,WorkPackage,Aggregation,warn
Capability,WorkPackage,Assignment,deny
Capability,WorkPackage,Realization,allow
Capability,WorkPackage,Serving,warn
Capability,WorkPackage,Access,deny
Capability,WorkPackage,Influence,deny
Capability,WorkPackage,Triggering,warn
Capability,WorkPackage,Flow,warn
Capability,WorkPackage,Specialization,deny
Capability,WorkPackage,Association,allow
Capability,Deliverable,Composition,warn
Capability,Deliverable,Aggregation,warn
Capability,Deliverable,Assignment,deny
Capability,Deliverable,Realization,allow
Capability,Deliverable,Serving,warn
Capability,Deliverable,Access,deny
Capability,Deliverable,Influence,deny
Capability,Deliverable,Triggering,warn
Capability,Deliverable,Flow,warn
Capability,Deliverable,Specialization,deny
Capability,Deliverable,Association,allow
Capability,ImplementationEvent,Composition,warn
Capability,ImplementationEvent,Aggregation,warn
Capability,ImplementationEvent,Assignment,deny
Capability,ImplementationEvent,Realization,allow
Capability,ImplementationEvent,Serving,warn
Capability,ImplementationEvent,Access,deny
Capability,ImplementationEvent,Influence,deny
Capability,ImplementationEvent,Triggering,warn
Capability,ImplementationEvent,Flow,warn
Capability,ImplementationEvent,Specialization,deny
Capability,ImplementationEvent,Association,allow
Capability,Plateau,Composition,warn
Capability,Plateau,Aggregation,warn
Capability,Plateau,Assignment,deny
Capability,Plateau,Realization,allow
Capability,Plateau,Serving,warn
Capability,Plateau,Access,deny
Capability,Plateau,Influence,deny
Capability,Plateau,Triggering,warn
Capability,Plateau,Flow,warn
Capability,Plateau,Specialization,deny
Capability,Plateau,Association,allow
Capability,Gap,Composition,warn
Capability,Gap,Aggregation,warn
Capability,Gap,Assignment,deny
Capability,Gap,Realization,allow
Capability,Gap,Serving,warn
Capability,Gap,Access,deny
Capability,Gap,Influence,deny
Capability,Gap,Triggering,warn
Capability,Gap,Flow,warn
Capability,Gap,Specialization,deny
Capability,Gap,Association,allow
Capability,Location,Composition,warn
Capability,Location,Aggregation,warn
Capability,Location,Assignment,deny
Capability,Location,Realization,deny
Capability,Location,Serving,deny
Capability,Location,Access,deny
Capability,Location,Influence,deny
Capability,Location,Triggering,deny
Capability,Location,Flow,deny
Capability,Location,Specialization,deny
Capability,Location,Association,allow
Capability,Grouping,Composition,warn
Capability,Grouping,Aggregation,warn
Capability,Grouping,Assignment,deny
Capability,Grouping,Realization,deny
Capability,Grouping,Serving,deny
Capability,Grouping,Access,deny
Capability,Grouping,Influence,deny
Capability,Grouping,Triggering,deny
Capability,Grouping,Flow,deny
Capability,Grouping,Specialization,deny
Capability,Grouping,Association,allow
CourseOfAction,Stakeholder,Composition,deny
CourseOfAction,Stakeholder,Aggregation,deny
CourseOfAction,Stakeholder,Assignment,deny
CourseOfAction,Stakeholder,Realization,deny
CourseOfAction,Stakeholder,Serving,deny
CourseOfAction,Stakeholder,Access,deny
CourseOfAction,Stakeholder,Influence,allow
CourseOfAction,Stakeholder,Triggering,deny
CourseOfAction,Stakeholder,Flow,deny
CourseOfAction,Stakeholder,Specialization,deny
CourseOfAction,Stakeholder,Association,allow
CourseOfAction,Driver,Composition,deny
CourseOfAction,Driver,Aggregation,deny
CourseOfAction,Driver,Assignment,deny
CourseOfAction,Driver,Realization,deny
CourseOfAction,Driver,Serving,deny
CourseOfAction,Driver,Access,deny
CourseOfAction,Driver,Influence,allow
CourseOfAction,Driver,Triggering,deny
CourseOfAction,Driver,Flow,deny
CourseOfAction,Driver,Specialization,deny
CourseOfAction,Driver,Association,allow
CourseOfAction,Assessment,Composition,deny
CourseOfAction,Assessment,Aggregation,deny
CourseOfAction,Assessment,Assignment,deny
CourseOfAction,Assessment,Realization,deny
CourseOfAction,Assessment,Serving,deny
CourseOfAction,Assessment,Access,deny
CourseOfAction,Assessment,Influence,allow
CourseOfAction,Assessment,Triggering,deny
CourseOfAction,Assessment,Flow,deny
CourseOfAction,Assessment,Specialization,deny
CourseOfAction,Assessment,Association,allow
CourseOfAction,Goal,Composition,deny
CourseOfAction,Goal,Aggregation,deny
CourseOfAction,Goal,Assignment,deny
CourseOfAction,Goal,Realization,allow
CourseOfAction,Goal,Serving,deny
CourseOfAction,Goal,Access,deny
CourseOfAction,Goal,Influence,allow
CourseOfAction,Goal,Triggering,deny
CourseOfAction,Goal,Flow,deny
CourseOfAction,Goal,Specialization,deny
CourseOfAction,Goal,Association,allow
CourseOfAction,Outcome,Composition,deny
CourseOfAction,Outcome,Aggregation,deny
CourseOfAction,Outcome,Assignment,deny
CourseOfAction,Outcome,Realization,allow
CourseOfAction,Outcome,Serving,deny
CourseOfAction,Outcome,Access,deny
CourseOfAction,Outcome,Influence,allow
CourseOfAction,Outcome,Triggering,deny
CourseOfAction,Outcome,Flow,deny
CourseOfAction,Outcome,Specialization,deny
CourseOfAction,Outcome,Association,allow
CourseOfAction,Principle,Composition,deny
CourseOfAction,Principle,Aggregation,deny
CourseOfAction,Principle,Assignment,deny
CourseOfAction,Principle,Realization,allow
CourseOfAction,Principle,Serving,deny
CourseOfAction,Principle,Access,deny
CourseOfAction,Principle,Influence,allow
CourseOfAction,Principle,Triggering,deny
CourseOfAction,Principle,Flow,deny
CourseOfAction,Principle,Specialization,deny
CourseOfAction,Principle,Association,allow
CourseOfAction,Requirement,Composition,deny
CourseOfAction,Requirement,Aggregation,deny
CourseOfAction,Requirement,Assignment,deny
CourseOfAction,Requirement,Realization,allow
CourseOfAction,Requirement,Serving,deny
CourseOfAction,Requirement,Access,deny
CourseOfAction,Requirement,Influence,allow
CourseOfAction,Requirement,Triggering,deny
CourseOfAction,Requirement,Flow,deny
CourseOfAction,Requirement,Specialization,deny
CourseOfAction,Requirement,Association,allow
CourseOfAction,Constraint,Composition,deny
CourseOfAction,Constraint,Aggregation,deny
CourseOfAction,Constraint,Assignment,deny
CourseOfAction,Constraint,Realization,allow
CourseOfAction,Constraint,Serving,deny
CourseOfAction,Constraint,Access,deny
CourseOfAction,Constraint,Influence,allow
CourseOfAction,Constraint,Triggering,deny
CourseOfAction,Constraint,Flow,deny
CourseOfAction,Constraint,Specialization,deny
CourseOfAction,Constraint,Association,allow
CourseOfAction,Meaning,Composition,deny
CourseOfAction,Meaning,Aggregation,deny
CourseOfAction,Meaning,Assignment,deny
CourseOfAction,Meaning,Realization,deny
CourseOfAction,Meaning,Serving,deny
CourseOfAction,Meaning,Access,deny
CourseOfAction,Meaning,Influence,allow
CourseOfAction,Meaning,Triggering,deny
CourseOfAction,Meaning,Flow,deny
CourseOfAction,Meaning,Specialization,deny
CourseOfAction,Meaning,Association,allow
CourseOfAction,Value,Composition,deny
CourseOfAction,Value,Aggregation,deny
CourseOfAction,Value,Assignment,deny
CourseOfAction,Value,Realization,allow
CourseOfAction,Value,Serving,deny
CourseOfAction,Value,Access,deny
CourseOfAction,Value,Influence,allow
CourseOfAction,Value,Triggering,deny
CourseOfAction,Value,Flow,deny
CourseOfAction,Value,Specialization,deny
CourseOfAction,Value,Association,allow
CourseOfAction,Resource,Composition,warn
CourseOfAction,Resource,Aggregation,warn
CourseOfAction,Resource,Assignment,deny
CourseOfAction,Resource,Realization,allow
CourseOfAction,Resource,Serving,warn
CourseOfAction,Resource,Access,deny
CourseOfAction,Resource,Influence,deny
CourseOfAction,Resource,Triggering,warn
CourseOfAction,Resource,Flow,warn
CourseOfAction,Resource,Specialization,deny
CourseOfAction,Resource,Association,allow
CourseOfAction,Capability,Composition,warn
CourseOfAction,Capability,Aggregation,warn
CourseOfAction,Capability,Assignment,deny
CourseOfAction,Capability,Realization,allow
CourseOfAction,Capability,Serving,warn
CourseOfAction,Capability,Access,deny
CourseOfAction,Capability,Influence,deny
CourseOfAction,Capability,Triggering,warn
CourseOfAction,Capability,Flow,warn
CourseOfAction,Capability,Specialization,deny
CourseOfAction,Capability,Association,allow
CourseOfAction,CourseOfAction,Composition,allow
CourseOfAction,CourseOfAction,Aggregation,allow
CourseOfAction,CourseOfAction,Assignment,deny
CourseOfAction,CourseOfAction,Realization,allow
CourseOfAction,CourseOfAction,Serving,warn
CourseOfAction,CourseOfAction,Access,deny
CourseOfAction,CourseOfAction,Influence,deny
CourseOfAction,CourseOfAction,Triggering,warn
CourseOfAction,CourseOfAction,Flow,warn
CourseOfAction,CourseOfAction,Specialization,allow
CourseOfAction,CourseOfAction,Association,allow
CourseOfAction,ValueStream,Composition,warn
CourseOfAction,ValueStream,Aggregation,warn
CourseOfAction,ValueStream,Assignment,deny
CourseOfAction,ValueStream,Realization,allow
CourseOfAction,ValueStream,Serving,warn
CourseOfAction,ValueStream,Access,deny
CourseOfAction,ValueStream,Influence,deny
CourseOfAction,ValueStream,Triggering,warn
CourseOfAction,ValueStream,Flow,warn
CourseOfAction,ValueStream,Specialization,deny
CourseOfAction,ValueStream,Association,allow
CourseOfAction,BusinessActor,Composition,warn
CourseOfAction,BusinessActor,Aggregation,warn
CourseOfAction,BusinessActor,Assignment,deny
